id,Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,Energy,StartFreq,EndFreq,SetFreq,AAcMax,VAcMin,VAcMax,mvIdeal,Go,Status.1,U1,Zreal1,Zimg1,ActFreq,EisError,AACStart,MinIntervalTime,CountOfPeriods,UIdeal,AStart,MinDuration,MinPeriods,RemTime,VRelativ,AAmplitude,Betrag,Phase,ChamberT,ChamberSP,Temp45
13,4/28/2017 15:45,53,EIS,53:36.8,02:40.3,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,189.73666,2,-2,20,10,13,16,3.54021,24.05818,-1.87081,189.72333,0,0.02,10,3,0,0,0,0,0,1.01895,0.42226,24.13081,-4.44648,25,25,24.75893
14,4/28/2017 15:45,53,EIS,53:48.7,02:52.2,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,142.28242,2,-2,20,10,14,16,3.55449,24.48736,-2.02647,142.43323,0,0.02,10,3,0,0,0,0,0,1.01768,0.41418,24.57106,-4.73077,25,25,24.75893
15,4/28/2017 15:46,53,EIS,54:01.1,03:04.6,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,106.69676,2,-2,20,10,15,16,3.55717,24.92854,-2.14747,106.66666,0,0.02,10,3,0,0,0,0,0,1.01804,0.40688,25.02086,-4.92359,25,25,24.75893
16,4/28/2017 15:46,53,EIS,54:13.0,03:16.5,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,80.01129,2,-2,20,10,16,16,3.54709,25.37356,-2.24505,80,0,0.02,10,3,0,0,0,0,0,1.0182,0.39972,25.47269,-5.05635,25,25,24.75893
17,4/28/2017 15:46,53,EIS,54:25.0,03:28.6,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,60,2,-2,20,10,17,16,3.55711,25.81183,-2.33523,60,0,0.02,10,3,0,0,0,0,0,1.01791,0.39275,25.91725,-5.16954,25,25,24.75893
18,4/28/2017 15:46,53,EIS,54:37.2,03:40.7,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,44.99365,2,-2,20,10,18,16,3.54715,26.2622,-2.4206,44.94382,0,0.02,10,3,0,0,0,0,0,1.01754,0.38582,26.37351,-5.2661,25,25,24.75893
19,4/28/2017 15:46,53,EIS,54:49.3,03:52.8,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,33.74048,2,-2,20,10,19,16,3.54747,26.7202,-2.51691,33.70787,0,0.02,10,3,0,0,0,0,0,1.01726,0.37903,26.83848,-5.38109,24,25,24.54597
20,4/28/2017 15:47,53,EIS,55:01.6,04:05.1,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,25.30179,2,-2,20,10,20,16,3.55355,27.19919,-2.62294,25.31646,0,0.02,10,3,0,0,0,0,0,1.01761,0.37241,27.32537,-5.50826,24,25,24.54597
21,4/28/2017 15:47,53,EIS,55:13.4,04:17.0,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,18.97367,2,-2,20,10,21,16,3.55467,27.71963,-2.7328,18.98734,0,0.02,10,3,0,0,0,0,0,1.02012,0.36624,27.85401,-5.63043,24,25,24.75893
22,4/28/2017 15:47,53,EIS,55:25.6,04:29.2,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,14.22824,2,-2,20,10,22,16,3.55681,28.29336,-2.83342,14.21801,0,0.02,10,3,0,0,0,0,0,1.0207,0.35896,28.43488,-5.71877,24,25,24.54597
23,4/28/2017 15:47,53,EIS,55:38.0,04:41.5,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,10.66968,2,-2,20,10,23,16,3.54723,28.91531,-2.886,10.67616,0,0.02,10,3,0,0,0,0,0,1.02198,0.35169,29.05898,-5.69975,24,25,24.55718
24,4/28/2017 15:47,53,EIS,55:50.0,04:53.5,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,8.00113,2,-2,20,10,24,16,3.54724,29.58123,-2.87343,8,0,0.02,10,3,0,0,0,0,0,1.02306,0.34423,29.72046,-5.54812,24,25,24.54597
25,4/28/2017 15:48,53,EIS,56:02.5,05:06.0,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,6,2,-2,20,10,25,16,3.54727,30.21626,-2.75723,6,0,0.02,10,3,0,0,0,0,0,1.0205,0.33633,30.3418,-5.2138,24,25,24.54597
26,4/28/2017 15:48,53,EIS,56:14.9,05:18.4,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,4.49937,2,-2,20,10,26,16,3.55401,30.80774,-2.56585,4.5045,0,0.02,10,3,0,0,0,0,0,1.0192,0.32968,30.91441,-4.76093,24,25,24.54597
27,4/28/2017 15:48,53,EIS,56:27.3,05:30.8,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,3.37405,2,-2,20,10,27,16,3.55668,31.32206,-2.31844,3.37079,0,0.02,10,3,0,0,0,0,0,1.01602,0.32349,31.40775,-4.23327,24,25,24.55718
28,4/28/2017 15:48,53,EIS,56:38.9,05:42.4,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,2.53018,2,-2,20,10,28,16,3.55227,31.74876,-2.06642,2.53378,0,0.02,10,3,0,0,0,0,0,1.01296,0.31838,31.81594,-3.72394,24,25,24.33302
29,4/28/2017 15:48,53,EIS,56:51.0,05:54.6,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,1.89737,2,-2,20,10,29,16,3.54173,32.06178,-1.82054,1.89873,0,0.02,10,3,0,0,0,0,0,1.00945,0.31434,32.11343,-3.2499,24,25,24.34422
30,4/28/2017 15:49,53,EIS,57:02.6,06:06.1,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,1.42282,2,-2,20,10,30,16,3.55749,32.32269,-1.62131,1.42045,0,0.02,10,3,0,0,0,0,0,1.00765,0.31135,32.36333,-2.87156,24,25,24.33302
31,4/28/2017 15:49,53,EIS,57:15.4,06:19.0,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,1.06697,2,-2,20,10,31,16,3.54735,32.55324,-1.4683,1.06838,0,0.02,10,3,0,0,0,0,0,1.00688,0.30899,32.58634,-2.58256,24,25,24.34422
32,4/28/2017 15:49,53,EIS,57:27.8,06:31.3,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.80011,2,-2,20,10,32,16,3.54266,32.73097,-1.36023,0.79957,0,0.02,10,3,0,0,0,0,0,1.00507,0.30681,32.75923,-2.37973,24,25,24.54597
33,4/28/2017 15:49,53,EIS,57:39.8,06:43.3,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.6,2,-2,20,10,33,16,3.53737,32.86368,-1.31365,0.59904,0,0.02,10,3,0,0,0,0,0,1.00386,0.30522,32.88992,-2.28904,24,25,24.34422
34,4/28/2017 15:49,53,EIS,57:50.9,06:54.4,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.44994,2,-2,20,10,34,16,3.54734,33.00369,-1.31781,0.44964,0,0.02,10,3,0,0,0,0,0,1.00457,0.30414,33.02999,-2.28655,24,25,24.55718
35,4/28/2017 15:50,53,EIS,58:01.5,07:05.0,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.3374,2,-2,20,10,35,16,3.53921,33.12387,-1.396,0.33723,0,0.02,10,3,0,0,0,0,0,1.00359,0.30271,33.15328,-2.41329,24,25,24.34422
36,4/28/2017 15:50,53,EIS,58:15.4,07:19.0,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.25302,2,-2,20,10,36,16,3.53979,33.29403,-1.51656,0.2527,0,0.02,10,3,0,0,0,0,0,1.00565,0.30174,33.32855,-2.60805,24,25,24.34422
37,4/28/2017 15:50,53,EIS,58:34.1,07:37.6,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.18974,2,-2,20,10,37,16,3.54554,33.46054,-1.70916,0.18978,0,0.02,10,3,0,0,0,0,0,1.00529,0.30005,33.50417,-2.92412,24,25,24.33302
38,4/28/2017 15:50,53,EIS,58:57.2,08:00.7,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.14228,2,-2,20,10,38,16,3.54403,33.65307,-1.97058,0.14248,0,0.02,10,3,0,0,0,0,0,1.00616,0.29847,33.71072,-3.35116,24,25,24.35543
39,4/28/2017 15:51,53,EIS,59:27.6,08:31.1,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.1067,2,-2,20,10,39,16,3.54404,33.89896,-2.29697,0.10678,0,0.02,10,3,0,0,0,0,0,1.00751,0.29653,33.9767,-3.87639,24,25,24.33302
40,4/28/2017 15:52,53,EIS,00:07.1,09:10.6,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.08001,2,-2,20,10,40,16,3.54706,34.20403,-2.74071,0.07999,0,0.02,10,3,0,0,0,0,0,1.01008,0.29437,34.31366,-4.58122,24,25,24.13127
41,4/28/2017 15:52,53,EIS,00:59.3,10:02.9,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.06,2,-2,20,10,41,16,3.54701,34.62129,-3.2838,0.05994,0,0.02,10,3,0,0,0,0,0,1.01372,0.29149,34.77668,-5.41824,24,25,24.13127
42,4/28/2017 15:54,53,EIS,02:07.7,11:11.2,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.04499,2,-2,20,10,42,16,3.54655,35.13742,-3.94027,0.04507,0,0.02,10,3,0,0,0,0,0,1.01649,0.28749,35.35766,-6.39835,24,25,23.9071
43,4/28/2017 15:55,53,EIS,03:38.6,12:42.1,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.03374,2,-2,20,10,43,16,3.54592,35.83157,-4.73918,0.03377,0,0.02,10,3,0,0,0,0,0,1.02218,0.28281,36.14362,-7.53437,24,25,23.91831
44,4/28/2017 15:57,53,EIS,05:39.6,14:43.1,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.0253,2,-2,20,10,44,16,3.54679,36.63215,-5.65916,0.02531,0,0.02,10,3,0,0,0,0,0,1.02609,0.27682,37.06671,-8.78197,24,25,23.70536
45,4/28/2017 16:00,53,EIS,08:20.3,17:23.9,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.01897,2,-2,20,10,45,16,3.54592,37.54086,-6.73375,0.01896,0,0.02,10,3,0,0,0,0,0,1.02846,0.26965,38.14,-10.16907,24,25,23.71657
46,4/28/2017 16:03,53,EIS,11:53.5,20:57.0,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.01423,2,-2,20,10,46,16,3.54626,38.42255,-7.95322,0.01422,0,0.02,10,3,0,0,0,0,0,1.02889,0.26222,39.23705,-11.6947,24,25,24.13127
47,4/28/2017 16:08,53,EIS,16:37.1,25:40.6,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.01067,2,-2,20,10,47,16,3.54619,39.23215,-9.34766,0.01065,0,0.02,10,3,0,0,0,0,0,1.02767,0.25481,40.33039,-13.40172,25,25,24.75893
48,4/28/2017 16:14,53,EIS,22:54.7,31:58.2,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.008,2,-2,20,10,48,16,3.54601,40.17161,-10.84402,0.008,0,0.02,10,3,0,0,0,0,0,1.03202,0.24802,41.60951,-15.10649,25,25,25.409
49,4/28/2017 16:23,53,EIS,31:17.1,40:20.6,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.006,2,-2,20,10,49,16,3.54648,41.33778,-12.48135,0.006,0,0.02,10,3,0,0,0,0,0,1.03749,0.24027,43.18097,-16.80094,26,25,26.23841
50,4/28/2017 16:34,53,EIS,42:28.2,51:31.8,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.0045,2,-2,20,10,50,16,3.54626,42.72874,-14.23182,0.00449,0,0.02,10,3,0,0,0,0,0,1.04319,0.23163,45.03654,-18.42156,25,25,26.65312
51,4/28/2017 16:49,53,EIS,57:19.9,06:23.5,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.00337,2,-2,20,10,51,16,3.54667,44.92407,-16.19602,0.00338,0,0.02,10,3,0,0,0,0,0,1.06048,0.22207,47.7544,-19.82524,25,25,26.65312
52,4/28/2017 17:09,53,EIS,17:07.2,26:10.7,1,1,Pan_5pulse_EISSOC,3.54445,0,-2.03002,,0.001,6000,0.00253,2,-2,20,10,52,16,3.54677,47.30102,-18.4722,0.00253,0,0.02,10,3,0,0,0,0,0,1.06306,0.20935,50.78,-21.33186,25,25,26.65312
53,4/28/2017 17:35,53,EIS,43:31.5,52:35.1,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.0019,2,-2,20,10,53,16,3.5469,49.7328,-21.15251,0.0019,0,0.02,10,3,0,0,0,0,0,1.06427,0.19693,54.04424,-23.04117,25,25,26.66432
54,4/28/2017 18:10,53,EIS,18:41.5,27:45.0,1,1,Pan_5pulse_EISSOC,3.54509,0,-2.03002,,0.001,6000,0.00142,2,-2,20,10,54,16,3.54704,52.36453,-24.46207,0.00142,0,0.02,10,3,0,0,0,0,0,1.06427,0.18506,57.79651,-25.03961,25,25,26.64191
57,4/27/2017 11:52,37,EIS,00:34.4,00:01.9,1,1,Pan_5pulse_EISSOC,4.16854,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.73157
58,4/27/2017 15:32,37,EIS,40:36.7,00:01.8,2,1,Pan_5pulse_EISSOC,4.10098,0,-0.14501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.42895
59,4/27/2017 19:42,46,EIS,50:38.9,00:01.8,1,1,Pan_5pulse_EISSOC,4.05723,0,-0.29001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.64191
60,4/27/2017 23:32,46,EIS,40:41.6,00:01.8,2,1,Pan_5pulse_EISSOC,3.94721,0,-0.58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.64191
61,4/28/2017 3:22,46,EIS,30:44.3,00:01.7,3,1,Pan_5pulse_EISSOC,3.86229,0,-0.87001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.65312
62,4/28/2017 7:12,46,EIS,20:46.9,00:01.6,4,1,Pan_5pulse_EISSOC,3.77285,0,-1.16002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.86607
63,4/28/2017 11:02,46,EIS,10:49.5,00:01.6,5,1,Pan_5pulse_EISSOC,3.66412,0,-1.45001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.65312
64,4/28/2017 14:52,46,EIS,00:55.5,00:05.0,6,1,Pan_5pulse_EISSOC,3.60429,0,-1.74002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.44016
65,4/28/2017 18:42,53,EIS,50:58.2,00:01.7,1,1,Pan_5pulse_EISSOC,3.54702,0,-2.03002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.44016
66,4/28/2017 22:23,53,EIS,31:00.3,00:01.7,2,1,Pan_5pulse_EISSOC,3.50906,0,-2.17501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.86607
67,4/29/2017 2:03,53,EIS,11:05.8,00:05.0,3,1,Pan_5pulse_EISSOC,3.45759,0,-2.32001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.85486
68,4/29/2017 5:43,53,EIS,51:08.6,00:02.3,4,1,Pan_5pulse_EISSOC,3.39197,0,-2.46502,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.79882
69,4/29/2017 9:23,53,EIS,31:10.7,00:01.7,5,1,Pan_5pulse_EISSOC,3.33985,0,-2.61,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.85486
70,4/29/2017 13:03,53,EIS,11:12.8,00:01.6,6,1,Pan_5pulse_EISSOC,3.22468,0,-2.75501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26.42895
72,4/28/2017 19:23,53,EIS,31:20.6,00:21.9,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,6000,2,-2,20,10,1,16,3.50853,21.96223,9.27047,6000,0,0.02,10,3,0,0,0,0,0,0.99852,0.41887,23.83865,22.88509,25,25,26.64191
73,4/28/2017 19:23,53,EIS,31:31.5,00:32.9,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,4499.36526,2,-2,20,10,2,16,3.50619,21.60527,7.03144,4571.42871,0,0.02,10,3,0,0,0,0,0,0.95172,0.41888,22.72067,18.02749,25,25,26.64191
74,4/28/2017 19:23,53,EIS,31:42.9,00:44.3,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,3374.04795,2,-2,20,10,3,16,3.5055,21.40372,5.07217,3428.57153,0,0.02,10,3,0,0,0,0,0,0.96704,0.43963,21.9965,13.3318,25,25,26.65312
75,4/28/2017 19:23,53,EIS,31:54.0,00:55.3,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,2530.17902,2,-2,20,10,4,16,3.50776,21.36441,3.39528,2526.31567,0,0.02,10,3,0,0,0,0,0,0.98276,0.4543,21.63252,9.03005,25,25,26.65312
76,4/28/2017 19:24,53,EIS,32:04.9,01:06.2,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,1897.3666,2,-2,20,10,5,16,3.50389,21.46,2.12243,1882.35291,0,0.02,10,3,0,0,0,0,0,0.99649,0.46209,21.5647,5.64827,25,25,26.64191
77,4/28/2017 19:24,53,EIS,32:15.8,01:17.2,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,1422.82422,2,-2,20,10,6,16,3.50462,21.6312,1.19229,1432.83582,0,0.02,10,3,0,0,0,0,0,1.00437,0.46361,21.66403,3.15488,25,25,26.64191
78,4/28/2017 19:24,53,EIS,32:26.7,01:28.1,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,1066.96765,2,-2,20,10,7,16,3.50783,21.87446,0.4051,1066.66663,0,0.02,10,3,0,0,0,0,0,1.00967,0.46149,21.87821,1.06096,25,25,26.64191
79,4/28/2017 19:24,53,EIS,32:37.9,01:39.3,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,800.11286,2,-2,20,10,8,16,3.5119,22.15588,-0.1919,800,0,0.02,10,3,0,0,0,0,0,1.01267,0.45705,22.15671,-0.49624,25,25,26.64191
80,4/28/2017 19:24,53,EIS,32:49.3,01:50.7,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,600,2,-2,20,10,9,16,3.51599,22.46586,-0.66118,600,0,0.02,10,3,0,0,0,0,0,1.01426,0.45127,22.47559,-1.68575,25,25,26.65312
81,4/28/2017 19:25,53,EIS,33:01.2,02:02.6,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,449.93653,2,-2,20,10,10,16,3.50727,22.79985,-1.02959,450.70422,0,0.02,10,3,0,0,0,0,0,1.01536,0.44488,22.82309,-2.5856,25,25,26.65312
82,4/28/2017 19:25,53,EIS,33:12.9,02:14.3,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,337.4048,2,-2,20,10,11,16,3.51455,23.16125,-1.32715,336.8421,0,0.02,10,3,0,0,0,0,0,1.01634,0.43809,23.19924,-3.27948,25,25,26.64191
83,4/28/2017 19:25,53,EIS,33:25.0,02:26.4,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,253.0179,2,-2,20,10,12,16,3.50014,23.53585,-1.55957,253.29816,0,0.02,10,3,0,0,0,0,0,1.01657,0.43098,23.58747,-3.79109,25,25,26.65312
84,4/28/2017 19:25,53,EIS,33:37.5,02:38.8,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,189.73666,2,-2,20,10,13,16,3.49867,23.92651,-1.74423,189.72333,0,0.02,10,3,0,0,0,0,0,1.01792,0.42431,23.99,-4.16946,25,25,26.64191
85,4/28/2017 19:25,53,EIS,33:49.4,02:50.7,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,142.28242,2,-2,20,10,14,16,3.50955,24.32517,-1.88892,142.43323,0,0.02,10,3,0,0,0,0,0,1.01647,0.41661,24.3984,-4.44026,25,25,26.65312
86,4/28/2017 19:26,53,EIS,34:01.5,03:02.9,2,1,Pan_5pulse_EISSOC,3.50649,0,-2.17501,,0.001,6000,106.69676,2,-2,20,10,15,16,3.50802,24.72908,-1.99937,106.66666,0,0.02,10,3,0,0,0,0,0,1.01652,0.40973,24.80978,-4.62235,25,25,26.64191
87,4/28/2017 19:26,53,EIS,34:13.2,03:14.6,2,1,Pan_5pulse_EISSOC,3.50649,0,-2.17501,,0.001,6000,80.01129,2,-2,20,10,16,16,3.51773,25.13143,-2.09174,80,0,0.02,10,3,0,0,0,0,0,1.01659,0.40312,25.21833,-4.75789,25,25,26.65312
88,4/28/2017 19:26,53,EIS,34:26.2,03:27.5,2,1,Pan_5pulse_EISSOC,3.50649,0,-2.17501,,0.001,6000,60,2,-2,20,10,17,16,3.50422,25.52462,-2.18392,60,0,0.02,10,3,0,0,0,0,0,1.01632,0.39672,25.61788,-4.89039,25,25,26.65312
89,4/28/2017 19:26,53,EIS,34:37.8,03:39.1,2,1,Pan_5pulse_EISSOC,3.50585,0,-2.17501,,0.001,6000,44.99365,2,-2,20,10,18,16,3.51595,25.92344,-2.27822,44.94382,0,0.02,10,3,0,0,0,0,0,1.01578,0.39033,26.02335,-5.0224,25,25,26.65312
90,4/28/2017 19:26,53,EIS,34:49.7,03:51.1,2,1,Pan_5pulse_EISSOC,3.50649,0,-2.17501,,0.001,6000,33.74048,2,-2,20,10,19,16,3.50806,26.32912,-2.39303,33.70787,0,0.02,10,3,0,0,0,0,0,1.01562,0.38416,26.43765,-5.1933,25,25,26.65312
91,4/28/2017 19:27,53,EIS,35:02.5,04:03.9,2,1,Pan_5pulse_EISSOC,3.50649,0,-2.17501,,0.001,6000,25.30179,2,-2,20,10,20,16,3.5081,26.7559,-2.53043,25.31646,0,0.02,10,3,0,0,0,0,0,1.016,0.37804,26.8753,-5.40266,25,25,26.64191
